Customer_ID,Actual,Predicted
11729,0,0
916,0,0
4264,0,0
586,0,0
3570,0,0
10399,0,0
2909,0,0
1324,0,0
10466,0,0
5024,0,0
82,0,0
4411,0,0
7026,0,0
9797,0,0
4739,0,0
10501,0,0
4748,0,0
5280,0,0
10886,0,0
10763,0,0
3418,0,0
1556,0,0
7569,0,0
9390,0,0
11679,0,0
5173,1,0
6675,0,0
2716,0,0
8272,1,0
6177,1,0
8903,0,0
3051,0,0
775,0,0
11479,0,0
3108,0,0
11242,0,0
9150,0,0
6065,0,0
1543,1,0
3065,0,0
4895,0,0
9704,0,0
3631,0,0
978,0,0
4282,0,0
10770,0,0
4113,0,0
8243,0,0
10768,0,0
5903,0,0
4598,0,0
2055,0,0
10972,0,0
2444,0,0
9165,0,0
6808,0,0
8350,1,0
6709,0,0
1934,0,0
11347,0,0
8887,0,0
6995,1,0
11362,0,0
7394,0,0
714,0,0
7726,0,0
3400,0,0
7405,1,0
11535,0,0
7185,0,0
8326,0,0
11096,0,0
10854,0,0
1182,0,0
4958,0,0
7763,0,0
10464,0,0
5843,0,0
6667,0,0
246,0,0
9478,0,0
6016,0,0
10195,0,0
9055,0,0
8441,0,0
3302,0,0
2290,0,0
10119,0,0
3182,0,0
3154,0,0
291,0,0
6903,1,0
7796,0,0
1948,1,0
3521,0,0
9155,1,0
9693,0,0
10137,0,0
9375,0,0
2842,1,0
2616,0,0
7133,0,0
3839,0,0
2352,0,0
11541,0,0
7552,0,0
3994,0,0
8511,0,0
6794,0,0
3194,0,0
10729,0,0
7978,0,0
4021,0,0
2301,0,0
7291,0,0
7434,0,0
1698,0,0
763,0,0
11615,0,0
6712,1,0
4211,0,0
8263,0,0
4297,0,0
7320,0,0
601,0,0
8991,0,0
6689,0,0
9605,1,0
8730,0,0
5016,0,0
2263,0,0
4374,0,0
6301,0,0
8764,1,0
11398,0,0
8788,0,0
444,0,0
7889,0,0
23,0,0
8684,1,0
9365,0,0
4601,1,0
9682,0,0
8712,0,0
8931,1,0
1516,0,0
11630,0,0
4467,0,0
1858,1,0
8957,0,0
9149,0,0
3320,0,0
10709,0,0
1835,0,0
9303,0,0
10381,0,0
10383,0,0
5540,0,0
1960,0,0
3526,0,0
6754,0,0
10713,0,0
8879,0,0
2270,0,0
3277,0,0
8510,0,0
8562,0,0
2905,0,0
1168,0,0
9767,0,0
3166,0,0
4786,0,0
7798,0,0
4005,0,0
1202,0,0
10131,0,0
7270,0,0
6542,0,0
11061,0,0
3983,0,0
9619,0,0
9087,0,0
8631,1,0
10993,0,0
9161,0,0
992,1,0
1942,0,0
7585,0,0
6861,0,0
5348,0,0
8248,0,0
6287,0,0
10615,0,0
7149,1,0
1183,0,0
4951,0,0
1826,0,0
11736,0,0
4654,1,0
4112,0,0
9095,0,0
4124,0,0
10888,0,0
4709,0,0
9694,0,0
8044,0,0
7516,1,0
6096,0,0
6217,0,0
6785,0,0
10311,0,0
8768,0,0
11071,0,0
2053,0,0
5552,0,0
6532,0,0
9591,0,0
10849,0,0
4189,1,0
1638,0,0
10410,0,0
1135,0,0
8177,0,0
2760,0,0
2543,0,0
11768,0,0
5286,0,0
8334,0,0
855,0,0
8717,0,0
7551,1,0
4159,0,0
4152,0,0
7401,0,0
10457,0,0
7733,0,0
2304,0,0
22,1,0
5460,0,0
5283,0,0
289,0,0
5018,0,0
10281,0,0
7910,0,0
2957,0,0
1445,0,0
7060,0,0
2312,0,0
4638,0,0
8322,0,0
7992,0,0
10215,0,0
11164,0,0
2915,0,0
11113,0,0
8290,0,0
10957,0,0
1036,0,0
8316,0,0
3903,0,0
3209,0,0
5463,0,0
5246,1,0
7598,0,0
6896,0,0
4120,0,0
3822,0,0
6848,0,0
7814,0,0
4061,0,0
6103,0,0
8979,0,0
8747,0,0
9472,0,0
5647,0,0
8355,0,0
1298,0,0
3151,0,0
10185,0,0
4156,0,0
3396,0,0
7231,0,0
1084,0,0
6015,0,0
6315,0,0
6272,0,0
6317,0,0
5654,0,0
804,0,0
6080,0,0
598,0,0
537,0,0
336,0,0
7413,0,0
8140,0,0
6035,1,0
6595,1,0
9976,1,0
2384,0,0
10790,0,0
4248,1,0
6415,0,0
4141,0,0
795,0,0
6680,0,0
1342,1,0
11057,0,0
1450,0,0
1317,0,0
9245,0,0
871,0,0
10036,0,0
2241,1,0
10566,0,0
2204,0,0
8041,0,0
4702,0,0
7538,0,0
1557,0,0
8219,0,0
1065,0,0
4820,0,0
4496,0,0
2340,1,0
1311,0,0
10358,0,0
4238,0,0
9928,0,0
3218,0,0
615,0,0
8423,0,0
1909,0,0
10545,0,0
7734,0,0
9019,1,0
6898,0,0
958,0,0
1503,0,0
4210,0,0
11125,0,0
