age,monthly_income,daily_internet_hours,tech_savvy_score,monthly_online_orders,monthly_store_visits,avg_online_spend,avg_store_spend,gender,city_tier,shopping_preference,Is_Online,processed_at
25,155547,5.2,7,11,14,135753,10216,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,224486,9.5,8,18,9,137436,36115,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
63,161192,6.1,1,40,4,64556,73749,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
42,169219,8.2,9,13,8,139903,39133,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
34,16986,6.7,2,14,16,84164,9591,Male,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
46,178502,4.0,1,22,18,77871,42592,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
70,70479,7.5,1,10,16,33621,133319,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,229038,5.9,8,42,8,16040,77545,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
32,145833,3.0,3,2,16,47106,17901,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
44,17176,2.7,6,42,0,90499,120635,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,99258,6.8,6,0,7,17979,36665,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
67,130188,10.3,2,3,18,132529,61124,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
69,99153,3.8,2,20,8,112095,118622,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
24,207990,4.1,1,24,7,63610,33139,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,173187,6.8,9,19,5,87634,54988,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
46,248984,3.4,1,9,14,61885,136065,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
61,92442,10.7,6,17,14,126082,88538,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
70,55002,4.3,9,32,5,68317,130500,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
41,72124,5.0,6,34,14,91884,124108,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,152682,4.4,6,24,17,102952,37760,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
75,64752,7.9,4,2,5,25225,94934,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,93947,10.3,5,49,17,133978,82109,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
37,133972,4.6,1,12,17,81480,141915,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,89716,7.7,3,34,18,49997,41489,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
32,194065,3.4,6,24,19,114153,137925,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
42,25073,7.9,2,17,12,10045,31980,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
47,52251,9.5,1,29,10,70476,80950,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,111496,8.9,1,39,14,14257,53253,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
24,217509,6.3,1,45,5,75815,134687,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
34,53897,3.9,10,29,10,88131,108588,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
79,196978,6.0,10,23,3,95448,56491,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
61,66616,5.4,1,25,14,111856,147291,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
37,19482,5.1,6,0,15,148485,100050,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,122990,6.4,10,32,13,21566,64440,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
26,237036,5.9,4,7,4,24000,5052,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
55,219008,7.4,4,11,14,120569,96625,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
65,185646,7.4,4,7,9,37396,143004,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
74,58284,5.9,8,10,5,65928,33093,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,87932,6.9,7,13,15,84050,80813,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
39,22338,8.6,5,17,15,143991,4258,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
71,188790,4.9,7,43,18,54987,145025,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
70,158572,6.0,8,39,2,70527,21891,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
70,157617,3.9,10,0,19,79025,35860,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
19,76480,7.0,8,20,17,56466,110616,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
41,151313,6.4,7,9,18,65207,45922,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,235386,6.9,7,36,1,130907,79322,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
28,168893,4.0,9,28,8,2335,20796,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
30,19695,7.5,5,45,0,11040,24756,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
34,223138,6.2,8,39,3,84152,60229,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
25,29318,8.1,2,23,3,16964,100874,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
38,65934,5.1,8,43,5,21086,23812,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
35,168403,7.4,1,35,5,125775,80029,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
47,136282,6.9,9,17,18,86556,68265,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
35,198744,9.0,1,14,7,82199,80164,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,106891,5.8,8,31,7,132517,82450,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
64,222932,4.9,3,37,19,129416,86525,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,239757,5.0,4,42,12,113648,109402,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
55,83754,3.8,10,44,8,50850,7277,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
49,100677,5.0,7,19,18,108772,72724,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
28,117320,1.3,10,33,6,79463,28052,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
62,148909,8.7,3,8,19,109511,73888,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
42,140261,9.9,9,40,7,94826,7135,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
50,120338,5.7,3,33,10,73849,142370,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
77,55077,6.9,8,34,2,9281,77115,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
55,94915,6.3,8,26,16,88471,74815,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
58,150311,3.4,3,41,4,91327,114344,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,232420,8.1,3,17,5,127509,5262,Female,Tier 2,Online,1,2026-03-05 14:19:15.683837
28,44669,8.4,10,20,14,8095,34910,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
39,63624,3.9,5,17,8,101142,144856,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
68,90147,6.7,8,26,18,145838,141230,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
41,150222,5.5,6,30,5,3294,31822,Female,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
58,157181,8.4,5,27,7,67373,130878,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
34,245822,5.8,5,32,11,97769,146109,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
29,172088,5.9,6,14,15,67476,49748,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
74,158008,9.6,8,44,19,72919,136554,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
63,157108,3.4,6,46,2,19283,63659,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
49,185308,6.5,7,35,15,9153,8709,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
32,160093,6.2,9,18,14,20003,83395,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
33,51943,4.8,7,34,10,26971,36020,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
71,128694,10.1,9,31,5,110407,112376,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
39,249456,6.7,10,44,1,141298,20657,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
45,227079,7.3,1,38,6,55758,62617,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
37,196088,7.6,3,11,15,70898,106791,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
50,169316,5.4,6,28,0,69972,37844,Other,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
27,209099,8.5,3,33,12,94160,88495,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
57,138351,8.1,2,15,3,77178,28654,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
49,53985,5.8,5,21,0,143628,90507,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
67,147574,7.9,1,7,4,6328,124978,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
77,68836,8.5,5,11,15,137642,124157,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
50,114714,7.6,8,33,18,28894,131048,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
19,18770,4.3,9,15,11,27092,134246,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
50,57865,5.8,10,46,8,27423,37625,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
50,68811,7.0,6,8,5,87356,113439,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
58,19001,6.5,4,26,8,46755,17217,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
30,75848,4.5,3,46,1,52286,91502,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
47,67635,5.4,8,34,0,60780,64335,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
50,35946,6.7,2,10,9,139510,124904,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
30,212206,3.0,8,18,2,47163,57157,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
69,110852,6.0,7,30,17,19941,28434,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
43,106103,7.4,2,14,11,127831,63254,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
39,238116,6.6,2,26,14,59452,7378,Female,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
56,58744,4.3,2,32,13,17364,127692,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
19,132729,4.6,1,6,9,71795,111599,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
55,185231,9.0,7,22,5,91821,3442,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
56,241884,4.1,8,35,19,79788,51297,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
43,38671,8.4,7,21,19,111965,111859,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
63,162522,4.8,4,0,11,127212,129082,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
75,160980,8.3,9,26,8,145381,23479,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
67,203347,7.1,2,10,3,65027,108012,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,190430,5.3,5,11,3,108335,77406,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,195119,2.5,2,20,1,47658,60399,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
59,181590,6.8,3,7,6,73502,15765,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
72,72813,6.4,2,12,10,119326,110298,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
61,111748,6.8,8,36,15,87627,5976,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
66,152878,7.1,10,32,9,141997,39152,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
57,119733,3.4,6,49,14,101813,148617,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
28,186963,6.8,5,1,1,101780,52580,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
78,141865,7.5,5,8,11,7869,108148,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,98551,7.5,9,12,14,76739,45715,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
76,144335,3.5,2,25,10,40596,95170,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
23,54220,8.3,1,44,9,47202,114467,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
26,32158,6.9,6,46,2,4736,73594,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
23,95992,7.1,8,8,7,46843,12853,Female,Tier 2,Online,1,2026-03-05 14:19:15.683837
26,173660,4.2,8,14,19,52638,89960,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
56,77576,7.5,6,6,19,149427,3815,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
48,103027,2.6,3,42,4,104802,119622,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
49,170260,4.3,3,36,10,65362,113079,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
58,238687,8.5,2,8,11,48364,44732,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
67,73830,7.4,2,13,19,39688,144869,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,150091,6.6,2,29,10,89898,75414,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,27419,7.9,7,46,5,78386,93990,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
25,48697,8.0,10,47,7,39247,116776,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
67,99932,7.5,9,19,12,149055,143320,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
45,134712,5.6,10,46,14,67634,122202,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
79,110428,4.2,7,22,1,54292,42228,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
37,154045,4.7,8,14,5,118018,57184,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
79,101649,8.8,5,30,19,34959,88207,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
64,137649,3.4,2,3,1,137646,99130,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
76,26136,7.0,8,24,14,89871,78374,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
24,99739,7.0,5,18,0,75291,52447,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
28,77502,8.9,9,36,10,48604,54078,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
37,177357,7.0,6,33,7,37695,44323,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
33,38039,5.2,7,0,8,80202,76261,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
21,81720,5.2,1,40,14,137035,117446,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
23,138168,6.0,8,30,4,94557,107683,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,103263,8.3,7,39,8,21063,40394,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
39,74155,7.6,7,43,3,126387,144371,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
43,31911,3.8,7,34,9,13687,10148,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
20,15916,6.6,7,26,3,8717,98684,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
58,74052,7.7,1,20,4,118706,17172,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
77,215182,5.5,9,7,18,145691,91227,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
59,247695,1.7,7,17,12,13834,7281,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
31,32790,5.6,7,22,10,3902,119097,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
28,229233,3.0,1,40,11,77102,97199,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
35,151278,2.7,6,35,13,96121,10116,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
71,136937,8.1,10,28,12,104158,2677,Other,Tier 2,Online,1,2026-03-05 14:19:15.683837
29,100053,11.0,8,15,3,28120,64282,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
40,64950,8.7,5,49,12,63063,142081,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,131211,1.0,1,9,4,64763,4248,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
30,71361,5.7,5,16,8,20299,11740,Other,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
42,76451,4.8,2,21,0,38878,56651,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
62,52696,3.1,2,39,11,73469,37904,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
68,227713,6.9,4,1,16,10718,75105,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
75,247264,5.6,4,41,0,31371,40909,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
36,214298,3.7,10,29,18,112232,96262,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
72,117395,1.9,7,43,4,119956,12933,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
63,139121,4.8,9,38,11,146779,146895,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,61728,6.0,2,38,11,22616,138447,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
62,70401,5.8,8,44,10,74402,88722,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
25,212298,8.1,8,18,15,95850,13183,Female,Tier 1,Hybrid,0,2026-03-05 14:19:15.683837
46,40103,6.7,8,9,16,45376,84279,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
72,180335,5.3,9,19,2,54781,126858,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
70,222693,4.4,9,23,10,38401,52909,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
72,65044,2.5,10,5,16,21694,137737,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,72730,3.8,7,44,0,5363,46396,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
68,40825,8.7,5,17,14,98465,25909,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
61,222328,7.7,7,15,8,63330,3118,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
35,52271,6.6,7,38,17,54817,126843,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
23,92256,5.0,10,39,0,8415,50339,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
35,192804,8.5,10,39,5,69249,111612,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
36,81433,4.0,7,15,1,98577,97265,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
39,228702,4.0,8,39,4,133111,99158,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
54,116999,5.8,2,14,2,55578,57369,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,247062,1.6,4,39,4,134518,35678,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
73,38572,3.9,9,5,7,148617,78561,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
58,53546,5.5,4,32,5,136759,94876,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
76,161222,5.1,2,47,10,9964,44043,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
20,69165,4.0,7,12,10,7737,117987,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
45,78690,10.1,6,3,10,19353,80753,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
27,199736,8.7,4,31,7,101294,135646,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
68,228407,9.4,8,49,5,142381,20471,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
52,221271,5.8,6,28,15,133332,54646,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
78,51948,5.0,8,6,19,21400,54588,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
46,183102,9.2,4,32,19,23304,126129,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
71,42007,6.2,2,4,2,115810,137878,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
32,115819,3.9,6,39,7,99953,126257,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
50,106207,4.0,9,3,12,58859,28336,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
24,236993,5.4,9,6,9,48995,138196,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,91772,6.0,9,15,7,138811,38786,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
66,37024,6.2,3,36,9,143930,10151,Female,Tier 2,Online,1,2026-03-05 14:19:15.683837
47,185456,5.6,3,48,12,31412,65587,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
38,97912,10.7,10,10,2,74742,104794,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
48,248746,3.3,3,49,3,109545,23954,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
75,164229,7.3,5,4,15,10265,78837,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
78,100481,5.0,5,28,2,53593,116973,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
41,248192,5.9,5,24,8,34619,75948,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
37,103553,7.9,8,2,18,16908,90967,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
54,147828,2.4,10,31,11,29674,74829,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
21,246749,4.1,8,29,5,132044,106919,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
45,214184,5.7,8,19,3,45808,134162,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
61,237075,9.0,9,29,13,85827,56962,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
79,117488,8.9,10,2,0,56941,56580,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
37,111741,8.6,6,43,7,113072,101646,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
77,204123,1.6,2,14,18,95582,112343,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
41,246773,3.9,9,40,15,9763,125569,Other,Tier 2,Store,0,2026-03-05 14:19:15.683837
67,210667,4.0,6,13,7,120152,87016,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
66,93210,5.9,1,39,4,149633,77263,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
68,189166,2.3,5,49,7,41629,83515,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
49,233961,8.2,7,9,16,74858,100517,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
58,241457,2.0,1,16,5,129188,67919,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,150607,8.1,7,14,2,65691,15004,Other,Tier 1,Online,1,2026-03-05 14:19:15.683837
75,202107,7.7,5,28,19,120245,74751,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
70,62367,3.8,5,33,10,69872,81878,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
51,163190,8.5,2,34,12,96670,937,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
53,205884,5.3,4,8,18,53978,149537,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
19,74884,4.8,9,16,19,4542,92473,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
32,212240,5.2,2,1,2,115534,32760,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
51,159352,5.3,9,25,18,13449,146012,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,160818,5.5,8,37,19,16193,80005,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
23,117572,5.6,4,42,6,12074,25228,Other,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
56,68251,4.2,2,27,10,78124,56493,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
59,99821,4.7,6,29,8,88474,1195,Male,Tier 1,Online,1,2026-03-05 14:19:15.683837
68,98583,4.9,7,42,14,117621,19147,Other,Tier 3,Online,1,2026-03-05 14:19:15.683837
68,25207,9.3,2,8,11,135825,18250,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
75,217199,4.9,8,27,11,141072,1588,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
71,42757,4.7,9,15,5,142426,112409,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
78,162298,9.0,5,23,16,3438,87640,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
29,241340,5.4,6,21,17,84453,121166,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
20,207479,4.2,6,19,8,56307,141953,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
62,173278,3.8,10,13,10,12103,117449,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
35,166328,3.2,2,42,18,107969,35360,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
57,48822,7.1,1,31,9,78333,15408,Male,Tier 2,Hybrid,0,2026-03-05 14:19:15.683837
38,56340,2.4,5,9,10,27520,94142,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
32,198306,8.7,6,1,5,17235,63967,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
50,58351,5.8,1,6,8,25297,42572,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
52,121311,5.1,8,0,15,94905,68725,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
43,194743,5.5,5,36,2,46016,17404,Other,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
25,90320,6.9,5,14,15,690,107941,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
53,117565,5.1,8,10,17,89541,41427,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
65,181229,5.6,8,19,18,52426,26673,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
47,34937,8.1,9,49,15,127703,96193,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
40,200362,6.7,4,40,3,13988,89680,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
59,192779,3.5,3,32,4,30604,146209,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
61,26219,4.6,10,37,9,104447,148920,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,24399,2.4,2,19,18,24221,82398,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,141733,7.2,1,9,18,103823,122981,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
19,244920,7.4,10,31,2,131570,126865,Other,Tier 3,Store,0,2026-03-05 14:19:15.683837
72,173729,4.1,5,35,7,28969,25381,Female,Tier 2,Store,0,2026-03-05 14:19:15.683837
54,35047,10.6,6,49,18,10062,32514,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
22,246615,10.9,8,11,16,144832,41882,Female,Tier 3,Store,0,2026-03-05 14:19:15.683837
55,222167,6.0,6,24,0,88327,147887,Male,Tier 3,Store,0,2026-03-05 14:19:15.683837
62,100693,4.4,2,8,12,96494,54926,Female,Tier 1,Store,0,2026-03-05 14:19:15.683837
58,115931,6.5,8,48,10,85780,3625,Female,Tier 1,Online,1,2026-03-05 14:19:15.683837
79,218226,4.4,5,16,11,57530,2549,Other,Tier 3,Hybrid,0,2026-03-05 14:19:15.683837
71,190963,7.9,3,13,1,99031,122425,Other,Tier 1,Store,0,2026-03-05 14:19:15.683837
77,152852,6.3,6,23,9,26591,72355,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
78,42050,6.5,6,40,8,131687,104364,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
64,88551,9.5,3,44,15,39756,104244,Male,Tier 1,Store,0,2026-03-05 14:19:15.683837
31,83666,4.8,7,2,3,31508,4063,Male,Tier 3,Online,1,2026-03-05 14:19:15.683837
73,239691,4.8,7,49,15,27677,13120,Female,Tier 3,Online,1,2026-03-05 14:19:15.683837
56,97016,7.7,7,40,3,145762,2361,Male,Tier 2,Online,1,2026-03-05 14:19:15.683837
42,128135,5.2,8,15,6,109895,101525,Male,Tier 2,Store,0,2026-03-05 14:19:15.683837
